"","personid","income","tutor","tutorid","distance"
"54",54,7046.17279231177,0,NA,0.777778391329486
"55",55,39357.8155521297,0,NA,1.0665226985042
"56",56,29155.76027364,0,NA,0.172696174101928
"57",57,24948.5286101706,0,NA,2.53285506437095
"58",58,55149.7588382246,0,NA,20.8223078213841
"59",59,24818.729797916,0,NA,0.745120784238376
"60",60,17722.7869383863,1,616,1.16545887713675
"61",61,50415.2096913169,0,NA,2.48144341000945
"62",62,14896.5633793074,0,NA,0.688152459172411
"63",63,21546.4465213989,0,NA,0.18814068404694
"64",64,91343.1322614608,0,NA,1.83856395925951
"65",65,19748.4111481692,0,NA,0.662835970168034
"66",66,4019.95904621678,0,NA,1.0055750818568
"67",67,10701.2146559994,1,781,3.08165351461223
"68",68,16923.0727471298,1,481,2.31687597255621
"69",69,27922.577856075,0,NA,3.38520775578938
"70",70,38773.3666558276,0,NA,3.84521125712668
"71",71,6246.64484693434,1,29,6.70147735712645
"72",72,17773.4632051596,0,NA,1.02572767927968
"73",73,9971.95983914147,1,752,4.47689295811874
"74",74,31060.6761064465,0,NA,1.90608187350446
"75",75,12232.6699576843,0,NA,1.36331921955138
"76",76,15502.3116707328,1,133,0.607545928052282
"77",77,18172.2567177257,1,421,2.04179409201589
"78",78,95869.4664990156,0,NA,2.22469907350821
"79",79,21326.2933907053,0,NA,2.25947604027459
"80",80,18325.9708824339,1,524,0.756456083356059
"81",81,19329.259683618,1,602,0.905535188265463
"82",82,39919.5625439548,0,NA,0.246328356350403
"83",83,21514.0222600011,0,NA,0.265660702435911
"84",84,10203.99929929,1,717,0.370755976043354
"85",85,24212.6912409163,0,NA,5.61012190815651
"86",86,17738.8459664479,0,NA,2.21203129485942
"87",87,40389.1620445629,0,NA,2.06566711586914
"88",88,60591.9258802557,0,NA,1.43787411419897
"89",89,21420.7507535535,0,NA,0.904778921339643
"90",90,11914.0324201545,0,NA,0.572569633888359
"91",91,34295.3721567453,0,NA,2.79088856582003
"92",92,53751.9903468105,0,NA,0.522095170990748
"93",93,23997.3045763393,0,NA,1.01146821477748
"94",94,24145.6498604029,0,NA,0.991491126020766
"95",95,51416.8219082939,0,NA,3.57705078663006
"96",96,30154.0933109776,0,NA,1.49740582631655
"97",97,16715.8158543215,1,764,1.01689894731591
"98",98,22086.7064119187,0,NA,0.634315709924716
"99",99,23304.4117612979,0,NA,5.1006855901623
"100",100,27137.1330349653,0,NA,0.224417156258801
"101",101,24491.1698743348,0,NA,0.786537950851369
"102",102,14170.4251777789,0,NA,1.08834926706225
"103",103,23816.9324839669,0,NA,0.4389571447141
"104",104,34239.25641997,0,NA,0.424099071358356
"105",105,7163.54029597961,0,NA,0.174305082939337
"106",106,108985.510724597,0,NA,0.177701528429153
"107",107,30009.2244672932,0,NA,0.300704525778455
"108",108,4773.70093044579,1,610,5.86435371471314
"109",109,18052.263858215,0,NA,1.09213730428241
"110",110,32425.8257789884,0,NA,0.523393138637899
"111",111,45859.7319919154,0,NA,6.13565457507063
"112",112,24802.095379276,0,NA,1.2457455807182
"113",113,8091.68368665048,1,106,5.05125387861886
"114",114,22978.5230288589,0,NA,0.454189856695686
"115",115,26039.5984777919,0,NA,1.29683231291323
"116",116,24846.4613010014,0,NA,0.329381863608501
"117",117,24358.7225661195,0,NA,2.04421376337264
"118",118,30602.1821075001,0,NA,2.93986832998458
"119",119,24564.0885595963,0,NA,4.09267617750367
"120",120,28717.2894066701,0,NA,0.971785220694216
"121",121,15270.594662526,1,148,0.750915622099716
"122",122,48859.2826854656,0,NA,1.41177644507643
"123",123,102306.400179254,0,NA,0.264075713168301
"124",124,4399.318460321,1,698,0.62914720546582
"125",125,37689.575813394,0,NA,0.918594867615736
"126",126,19041.5043185088,1,457,5.03873648700472
"127",127,13768.7371212081,0,NA,0.824118539531049
"128",128,51137.6777577122,0,NA,0.42345621029903
"129",129,16552.9449495734,0,NA,0.690590303491944
"130",130,22412.9725754943,0,NA,2.81622952610759
"131",131,11616.1649347898,1,763,2.32474371184611
"132",132,22311.466784023,0,NA,6.9392888830104
"133",133,52159.7361494229,0,NA,1.22721137701087
"134",134,10576.5056629418,0,NA,0.628992872224094
"135",135,116246.727164322,0,NA,1.11000919782978
"136",136,23687.6916930875,0,NA,0.946780501693263
"137",137,22150.6883397976,0,NA,0.862867445152547
"138",138,39171.4621045721,0,NA,0.336790667108457
"139",139,9379.99203821358,1,32,1.37709145388343
"140",140,9842.33180349723,1,425,0.612338593462377
"141",141,25210.5688453902,0,NA,2.00535739574696
"142",142,15801.438530052,1,746,3.50076525664044
"143",143,14849.2074209673,0,NA,0.249799427416367
"144",144,34554.8519230203,0,NA,0.534147699315853
"145",145,25533.7100532212,0,NA,3.58144624418922
"146",146,12805.5152521862,1,55,2.61981671819475
"147",147,7424.01989358975,1,547,1.14105686668537
"148",148,23981.0914044762,0,NA,0.107980047181792
"149",149,87163.2264777096,0,NA,2.8220290248071
"150",150,31006.0740448652,0,NA,0.70643230561344
"151",151,8288.83280113186,1,792,3.83866989382224
"152",152,6380.3660471301,0,NA,0.561384660111575
"153",153,22008.8552442803,0,NA,0.469816911636867
"154",154,6615.14822720411,0,NA,0.471475116365986
"155",155,10259.0422208815,0,NA,1.37559785764657
"156",156,22040.1762486448,0,NA,0.642841187104534
"157",157,29675.6573847929,0,NA,3.1443482006688
"158",158,12859.9009899921,1,318,0.723890841090055
"159",159,18792.0130854918,0,NA,0.129769310249336
"160",160,23498.6417882358,0,NA,0.82948760519582
"161",161,15844.3821136714,0,NA,1.37327430602834
"162",162,42110.0327510102,0,NA,1.51267493919889
"163",163,10877.8100055457,1,618,0.775511129681016
"164",164,16803.4319286997,1,563,1.18701955407765
"165",165,32999.2852210998,0,NA,0.320178202120565
"166",166,56823.4991659266,0,NA,1.03598133078944
"167",167,24335.8364136122,0,NA,1.90108075847801
"168",168,16080.743196355,0,NA,0.380976886133979
"169",169,45285.0924728075,0,NA,4.78235515302244
"170",170,28196.6346741839,0,NA,0.461665438625603
"171",171,24719.3096881885,0,NA,0.408769952843005
"172",172,38525.1966067347,0,NA,4.8576025975782
"173",173,22268.5154526681,0,NA,0.801991040752259
"174",174,14245.7008545701,1,169,2.24284621438089
"175",175,41058.1805138113,0,NA,1.63182355817963
"176",176,24725.6332614063,0,NA,0.49687767988042
"177",177,15258.3121731045,0,NA,2.47908312089504
"178",178,11266.0681427962,0,NA,1.21036205918449
"179",179,28580.6463606476,0,NA,2.96374296312868
"180",180,13331.4007748992,1,393,0.501674026302561
"181",181,16269.162757277,1,794,4.24877991304546
"182",182,67676.89217155,0,NA,0.219296823360985
"183",183,50251.8228589231,0,NA,1.97192943375077
"184",184,21564.5919305095,0,NA,2.80747853622919
"185",185,26911.7348443488,0,NA,0.393795815505199
"186",186,33803.3247977803,0,NA,0.534895539585214
"187",187,34222.6012767313,0,NA,0.527464646902939
"188",188,19246.7801705301,1,765,0.646754769630667
"189",189,22130.8228550753,0,NA,0.316927758271694
"190",190,41206.3396083666,0,NA,0.743919855441119
"191",191,24281.4880748692,0,NA,0.797454276536851
"192",192,82540.743013387,0,NA,0.223173187843525
"193",193,19615.3168122965,1,161,0.359676435961867
"194",194,11614.957222488,1,593,2.91714019352385
"195",195,16556.9461191679,0,NA,0.731798151971762
"196",196,15148.9370374642,0,NA,1.54587110044192
"197",197,28768.6990104091,0,NA,2.89040013979286
"198",198,14934.5674224859,1,246,7.81049230165217
"199",199,15054.9554256322,1,463,1.85930208457075
"200",200,16404.6024868828,1,38,1.278775672147
"201",201,15958.963791204,0,NA,2.65927291791488
"202",202,45887.5907756828,0,NA,1.26865157996762
"203",203,24124.4733146948,0,NA,0.966714831328423
"204",204,14487.2079790753,1,7,4.38876179813704
"205",205,8679.96699370209,1,691,0.247158754131885
"206",206,12742.393849959,0,NA,2.21571943116427
"207",207,34304.0179855649,0,NA,0.802291231347043
"208",208,31146.213471432,0,NA,0.30226442062682
"209",209,17914.7492442067,0,NA,0.420132470923491
"210",210,11410.7654077661,1,66,0.475392544585168
"211",211,18094.284818954,1,80,0.678435866576169
"212",212,43452.260567851,0,NA,0.482696248672202
"213",213,38603.8650087556,0,NA,0.350622965821846
"214",214,21704.4192910412,0,NA,0.0497069563874673
"215",215,28920.8311181652,0,NA,0.154494634604533
"216",216,98897.1476851015,0,NA,0.863864229657649
"217",217,55970.543246442,0,NA,1.88505618515599
"218",218,19989.7649396898,1,606,4.24024080390451
"219",219,47952.9315437395,0,NA,0.685065323546238
"220",220,36512.4955069577,0,NA,9.40450645769792
"221",221,7293.21311942569,1,566,16.2769925396053
"222",222,16458.0974675157,1,430,1.06801417752487
"223",223,25638.8589694282,0,NA,0.55695006323599
"224",224,33715.3433623796,0,NA,0.490594937670462
"225",225,16961.965658044,0,NA,3.29520163519653
"226",226,14184.0745678132,0,NA,0.29674150616573
"227",227,16069.209919788,1,378,2.62791346739758
"228",228,15697.9713791372,0,NA,0.55660170732503
"229",229,29955.414568137,0,NA,0.199713038592085
"230",230,58829.2074682577,0,NA,0.952300599205751
"231",231,25611.1870162638,0,NA,0.897884584466034
"232",232,30114.9781574046,0,NA,0.186522941311269
"233",233,14224.3947004712,0,NA,0.372023101405859
"234",234,10454.7534048954,1,452,2.67082472383552
"235",235,42620.047226778,0,NA,0.639120977511085
"236",236,34428.0450192001,0,NA,3.08088664028398
"237",237,15517.7191512063,1,87,5.60878523557741
"238",238,6534.78697852973,1,538,3.8091963492247
"239",239,3234.98193717282,0,NA,0.791528166913689
"240",240,13439.5189618205,0,NA,0.71523132827974
"241",241,38492.9714309092,0,NA,1.05764132527224
"242",242,8145.24758053597,1,248,10.6197053082201
"243",243,51549.458485402,0,NA,1.81336019173467
"244",244,12806.0728796801,1,415,7.8432953895154
"245",245,16782.1002423511,0,NA,6.01604700993353
"246",246,19174.4041235676,0,NA,0.625057662579111
"247",247,54496.281959551,0,NA,0.425608047935376
"248",248,35765.8090492227,0,NA,1.12719375700961
"249",249,29498.3174748489,0,NA,4.34039905090065
"250",250,45859.5955568387,0,NA,2.02427665999403
"251",251,31259.6769350057,0,NA,1.12925694675519
"252",252,38038.093616102,0,NA,0.51373931381948
"253",253,62981.7648432523,0,NA,0.0983484031542704
"254",254,34320.0905349317,0,NA,7.7899859709975
"255",255,35637.6368464312,0,NA,2.00776618643975
"256",256,42695.5197661944,0,NA,2.3429791963223
"257",257,53565.4663684996,0,NA,0.122987783479068
"258",258,34710.9120831343,0,NA,0.455626671266811
"259",259,28767.7455751006,0,NA,1.91239922090522
"260",260,6727.21654223843,0,NA,0.619673934116689
"261",261,13797.5547032128,0,NA,0.23429839714174
"262",262,25960.9247937189,0,NA,7.12748273109347
"263",263,19192.2196331637,1,231,0.2833567063259
"264",264,36880.5307948895,0,NA,1.13661529955445
"265",265,19408.524142642,0,NA,0.188208599806968
"266",266,9953.6133916397,1,646,0.945091603354372
"267",267,44635.6104681468,0,NA,0.864976334684908
"268",268,24412.7067375259,0,NA,1.2422408631997
"269",269,9129.50667727468,0,NA,1.11150198067553
"270",270,11609.1880630374,0,NA,1.24613882413494
"271",271,21610.5031666109,0,NA,0.326284402756164
"272",272,25187.6954949327,0,NA,0.576133202307807
"273",273,17575.2974221911,1,605,0.416726815048946
"274",274,17844.2548916792,1,317,0.49682253879018
"275",275,43140.3605623513,0,NA,0.253817543628226
"276",276,34264.5073568076,0,NA,0.681085619592969
"277",277,15716.5872968909,1,64,2.03714770704252
"278",278,16057.1946493268,1,76,0.336083400267972
"279",279,11979.3695512192,0,NA,0.79050697402159
"280",280,10411.1139460614,1,34,0.527824242071197
"281",281,13950.7368278893,0,NA,0.238212724548314
"282",282,18503.8423725261,1,286,0.48608479908866
"283",283,27751.8253133864,0,NA,0.658629375244649
"284",284,6122.54973975869,0,NA,0.262905742459906
"285",285,25635.4864918997,0,NA,0.331181553470959
"286",286,19062.5346668965,1,605,2.13017103483684
"287",287,10130.8029874244,0,NA,0.522815940990446
"288",288,33017.3933725135,0,NA,0.942834586388379
"289",289,33527.1573101971,0,NA,0.967354949548724
"290",290,14993.729781532,1,589,1.97709184477109
"291",291,18255.7582242133,0,NA,0.593093363213931
"292",292,24740.7643279096,0,NA,6.28894294469223
"293",293,44740.3607672937,0,NA,0.082522913135768
"294",294,14440.3040030977,0,NA,0.0740133908422101
"295",295,5097.91243067482,1,235,2.94230502076521
"296",296,11671.2658297414,0,NA,1.97213935635877
"297",297,15519.7898119359,0,NA,0.899740873295967
"298",298,7019.6904727715,0,NA,0.484222536260335
"299",299,22003.1970609936,0,NA,0.970738576072044
"300",300,76011.958921418,0,NA,0.280875020258979
"301",301,14366.5091867182,1,352,2.1050888707326
"302",302,14142.2788235253,1,10,8.46507913290927
"303",303,23891.9558947964,0,NA,8.25123829398015
"304",304,16540.2628298842,0,NA,1.38814466082761
"305",305,33538.2824282797,0,NA,0.851029042976966
"306",306,33047.1207353016,0,NA,1.23674131165124
"307",307,21027.317271976,0,NA,4.11280210817042
"308",308,18870.639682417,1,470,1.35624434895007
"309",309,10752.0708134431,0,NA,0.995104302211061
"310",310,12132.6528662571,1,470,0.875906881513229
"311",311,113632.587260607,0,NA,1.89749937760097
"312",312,10887.3750720885,0,NA,0.55828099205846
"313",313,22472.2365918133,0,NA,0.27815878808976
"314",314,36078.8056160773,0,NA,0.771577655188818
"315",315,18773.5129677727,0,NA,1.54090988000438
"316",316,23036.4131764994,0,NA,1.45449360200895
"317",317,35213.3103766998,0,NA,0.302299091492953
"318",318,17978.8059333712,1,683,0.118656238066972
"319",319,21058.9602369624,0,NA,1.31131619526897
"320",320,34247.9495367339,0,NA,2.08288231223974
"321",321,8040.80427505882,0,NA,0.460532588012004
"322",322,37677.3623994587,0,NA,1.55185399102581
"323",323,13785.5139142851,0,NA,2.59042235014361
"324",324,14559.0416313002,1,124,0.801304786483986
"325",325,30951.413286496,0,NA,1.05109138712483
"326",326,9202.31146351919,0,NA,2.06221646012663
"327",327,30177.5770273246,0,NA,1.55668604767929
"328",328,35528.4786905254,0,NA,0.445385431583995
"329",329,17470.4529975575,0,NA,0.536325339295309
"330",330,28092.8163475205,0,NA,0.798637435742195
"331",331,14277.7679686324,0,NA,0.476292169667886
"332",332,29855.9900271619,0,NA,0.386817099545205
"333",333,39780.6567880004,0,NA,0.25664742207047
"334",334,11869.8018845825,1,679,3.9002842937928
"335",335,35769.665454814,0,NA,0.778202561907999
"336",336,36029.8134463118,0,NA,0.399496165454538
"337",337,33829.877132204,0,NA,1.64180623920593
"338",338,65747.0859826989,0,NA,0.933749830512497
"339",339,19226.6741323889,0,NA,2.70216763238716
"340",340,13987.6326136003,0,NA,1.81764138957435
"341",341,14479.2366921208,1,795,0.155073951718514
"342",342,45915.1228976213,0,NA,1.9123718699361
"343",343,27630.8326663073,0,NA,0.965222272000901
"344",344,27865.5214102017,0,NA,0.499930700984817
"345",345,23291.8359302808,0,NA,2.57816949906666
"346",346,32473.631290522,0,NA,2.64489348492508
"347",347,42683.0799166555,0,NA,0.156568699851726
"348",348,14212.1436868691,0,NA,0.34936739341708
"349",349,6333.98839903026,0,NA,1.4406807905748
"350",350,16263.4409141661,0,NA,0.356022732487535
"351",351,31435.4495936446,0,NA,3.11132015020319
"352",352,18196.3754366156,0,NA,1.58472912368023
"353",353,22727.0611754423,0,NA,13.3725910447626
"354",354,6183.49769853564,1,672,0.211088353143391
"355",355,10377.2443857877,1,758,3.0746413735689
"356",356,40308.255687201,0,NA,0.186242952909903
"357",357,22258.3140328267,0,NA,0.328450755945108
"358",358,37643.7305233196,0,NA,4.76914161937635
"359",359,17381.1982462943,0,NA,0.839810052563859
"360",360,24995.9481691083,0,NA,3.60854839411274
"361",361,45712.4383544669,0,NA,0.970081946718388
"362",362,34491.4018950539,0,NA,0.906878204266018
"363",363,16112.5792149785,0,NA,0.106948659812386
"364",364,50843.9074174739,0,NA,1.24401998858298
"365",365,16370.0485551263,1,353,8.23685143689625
"366",366,41016.7940612893,0,NA,0.614154854936725
"367",367,4526.8362907947,0,NA,0.104461245166389
"368",368,39275.1905581691,0,NA,0.4361739768798
"369",369,40237.2315468293,0,NA,0.346729990271594
"370",370,14674.5972559424,1,492,6.62969677180931
"371",371,43693.8337118807,0,NA,0.882656999426653
"372",372,43154.1738558993,0,NA,0.738309413864174
"373",373,11711.9720118765,0,NA,0.388083051004091
"374",374,78428.318563229,0,NA,1.6933489799469
"375",375,26341.3244644643,0,NA,0.711805687265183
"376",376,5694.65894174628,1,498,1.36685886697235
"377",377,74972.6652701222,0,NA,2.27315097686505
"378",378,22166.2441937392,0,NA,2.22124087443748
"379",379,11362.2476953917,1,299,3.26838417526593
"380",380,56512.911393047,0,NA,0.748737318297446
"381",381,13245.7671479096,1,193,1.81860615361185
"382",382,31340.886401515,0,NA,2.94763300483448
"383",383,34556.126636575,0,NA,1.50880684906513
"384",384,57058.5183285727,0,NA,0.924950098605565
"385",385,26646.6994126232,0,NA,2.19879059407247
"386",386,21623.8416015629,0,NA,0.433056798120639
"387",387,14639.5150327302,1,140,1.01119185369477
"388",388,22808.5432349688,0,NA,1.612173181627
"389",389,30624.9403161842,0,NA,7.63601943807211
"390",390,17975.6744449658,0,NA,0.618207978934745
"391",391,22096.6956546278,0,NA,0.262428568072607
"392",392,19525.7275168669,0,NA,0.517185052032628
"393",393,12848.8169785503,0,NA,2.06797022268736
"394",394,25355.9035269012,0,NA,2.12785845651328
"395",395,36174.6721963751,0,NA,0.13845539649607
"396",396,45919.9878637226,0,NA,1.17503126706726
"397",397,21990.8164794471,0,NA,5.39604889031414
"398",398,6991.92657011757,1,532,0.740928000063839
"399",399,17514.052334835,0,NA,0.877061657398305
"400",400,15109.5879874001,0,NA,0.795062580124207
"401",401,21401.7785948456,0,NA,1.40506980711447
"402",402,29601.853196565,0,NA,1.02821927319568
"403",403,19660.0608976081,1,71,0.297635503921944
"404",404,15918.7216840874,1,726,1.53723440207098
"405",405,35974.3887208657,0,NA,12.2847020075458
"406",406,11923.6427268033,0,NA,0.324485708455916
"407",407,35379.6309664495,0,NA,0.810022052087911
"408",408,9691.02815071666,1,413,0.30667531372965
"409",409,33096.4212872983,0,NA,0.505017416746033
"410",410,21398.3098277116,0,NA,1.10794318570362
"411",411,16342.6246736066,1,563,1.40884809079394
"412",412,11525.0815835386,1,107,1.09475194894172
"413",413,19829.6864284502,1,171,0.259621606549919
"414",414,12546.3514194531,0,NA,1.70913625089619
"415",415,17187.9409746393,1,672,1.31054722932876
"416",416,15583.4731796651,1,279,0.360851099479294
"417",417,49610.5557870668,0,NA,0.804404182274596
"418",418,40273.6722717031,0,NA,0.645811184744019
"419",419,15341.003131946,0,NA,0.122784048696632
"420",420,17080.5061336209,1,227,0.743798111909548
"421",421,30990.4160798523,0,NA,0.600185414597002
"422",422,17101.3678423593,1,707,5.39839056603991
"423",423,12212.3074247827,0,NA,0.346457603189693
"424",424,46807.6593660561,0,NA,0.369749771896445
"425",425,33868.1728719458,0,NA,1.08770608799735
"426",426,64045.4897204371,0,NA,0.370083634246777
"427",427,30608.5466463396,0,NA,3.24037585436152
"428",428,16208.7161247913,0,NA,1.02977300463736
"429",429,35056.4483228992,0,NA,1.56483309194788
"430",430,16747.1849519931,1,675,3.9839186390285
"431",431,13799.4237453988,1,663,0.0930617088258174
"432",432,29103.6424034719,0,NA,1.01663605878189
"433",433,52300.1870961003,0,NA,1.38298564820779
"434",434,23895.7615640096,0,NA,3.49084783122455
"435",435,40430.8272900657,0,NA,3.97759251702203
"436",436,46339.4313864421,0,NA,0.777403052335652
"437",437,15048.2284635448,0,NA,0.83952925209431
"438",438,30927.8076586028,0,NA,0.327330066724366
"439",439,22836.2890901719,0,NA,1.11423997164867
"440",440,23423.9827456983,0,NA,1.77472515025209
"441",441,17519.4328933239,0,NA,3.40644455486475
"442",442,46547.0195996697,0,NA,0.913565374556087
"443",443,10154.6437589358,0,NA,0.621018312757059
"444",444,30054.7022426439,0,NA,0.243413125190459
"445",445,71138.6898922293,0,NA,0.686893075724963
"446",446,66237.6761201657,0,NA,3.71890369465384
"447",447,8263.25333473013,0,NA,1.33455597642918
"448",448,31367.2188448343,0,NA,0.550674753229613
"449",449,24374.6011906934,0,NA,0.570403492360332
"450",450,14941.4335773134,0,NA,0.776627936158361
"451",451,26807.0162442998,0,NA,0.397887966567749
"452",452,12386.0290261142,1,514,0.357372846542795
"453",453,13869.6393776526,1,679,4.3985084800319
"454",454,26923.2015262169,0,NA,1.39772526291757
"455",455,35123.1595579655,0,NA,1.54776333554498
"456",456,23756.1088648565,0,NA,1.68272065828168
"457",457,23842.8024983083,0,NA,0.755748117583295
"458",458,18284.865599172,0,NA,0.816220153232681
"459",459,23573.6789764553,0,NA,1.04784214566263
"460",460,16454.4561722294,1,111,1.54193492229362
"461",461,22611.6789198378,0,NA,0.33724021944748
"462",462,51332.7721268743,0,NA,2.74681065394642
"463",463,12003.57080784,1,336,0.886722897643706
"464",464,41419.3933894193,0,NA,0.866096654855729
"465",465,12004.9578279554,1,705,4.03647106246765
"466",466,27066.1822922811,0,NA,0.488568120805824
"467",467,18845.3977971314,1,582,0.8964704698757
"468",468,37528.5989060956,0,NA,0.709824508389113
"469",469,39214.7361009604,0,NA,0.70756111465076
"470",470,11705.0281200903,1,489,2.87597403689922
"471",471,48318.017111716,0,NA,0.715802581127429
"472",472,31099.8844644742,0,NA,1.4674249660889
"473",473,39321.6252369794,0,NA,2.19018139124036
"474",474,37969.4828928015,0,NA,2.16974236429806
"475",475,14742.2977121014,1,483,4.01108671554581
"476",476,18616.6512094442,0,NA,0.985306232389025
"477",477,37433.3862804431,0,NA,1.70880319862019
"478",478,25252.3675247943,0,NA,0.660485630029836
"479",479,6091.31181621956,0,NA,0.31789964392372
"480",480,20150.4345710413,0,NA,0.686491367851325
"481",481,20209.2003411665,1,686,6.1771513866733
"482",482,11757.9955083222,0,NA,2.36752723913669
"483",483,28633.4527297961,0,NA,0.298514064688026
"484",484,40045.4219496789,0,NA,0.871116072834378
"485",485,47934.7917580553,0,NA,2.46386120855216
"486",486,39122.8963710464,0,NA,0.919492196184151
"487",487,27597.1952970895,0,NA,0.165249137422926
"488",488,15127.3485224321,1,236,3.52647568100981
"489",489,24197.588855474,0,NA,0.241259684545784
"490",490,23405.0395627292,0,NA,1.08366677162161
"491",491,27095.8480773999,0,NA,4.09225288705679
"492",492,60999.5411534587,0,NA,0.68699793508398
"493",493,15972.6614584004,0,NA,0.485067440878326
"494",494,15611.3461384515,1,193,2.29858123845281
"495",495,16887.6373856313,0,NA,0.442422522493514
"496",496,32860.0602928584,0,NA,0.619703462154331
"497",497,96643.8006073967,0,NA,0.636530399844058
"498",498,15782.1432210107,1,153,1.9205699293192
"499",499,57496.4294662172,0,NA,1.43305625884427
"500",500,20739.8582994044,0,NA,1.54866692419711
"501",501,13677.1770255935,1,424,0.354686808978309
"502",502,18588.8671874185,0,NA,1.05019287380741
"503",503,14084.0866652289,1,559,0.46840236649101
"504",504,12392.9526160451,1,727,3.57001626308741
"505",505,18758.7635169297,0,NA,1.76023938247426
"506",506,7931.8762898067,0,NA,0.38957120932196
"507",507,43691.7693066704,0,NA,1.13197962838123
"508",508,35627.202606709,0,NA,0.184258926304574
"509",509,25397.5805835199,0,NA,1.85720010898656
"510",510,13629.773019996,0,NA,0.309354468608256
"511",511,19495.120095135,0,NA,0.345822992315877
"512",512,11176.6144664546,0,NA,0.342963256782833
"513",513,9178.80184544989,1,612,9.35884165805206
"514",514,53758.5888608426,0,NA,1.30192208210209
"515",515,16001.7819443594,1,182,1.55357523162521
"516",516,26639.3892677035,0,NA,5.80927492034667
"517",517,13373.4996631511,0,NA,0.516847492389899
"518",518,15666.7943130757,0,NA,3.66648518805733
"519",519,16454.2172138345,1,201,1.11518441139762
"520",520,11727.8335114695,1,572,4.57773965176801
"521",521,6620.07975189918,0,NA,1.1343259806315
"522",522,33729.8869265785,0,NA,1.22856707469545
"523",523,19549.3676400347,1,339,1.03262836871899
"524",524,37205.2615298397,0,NA,0.0757990280895967
"525",525,26832.6030758812,0,NA,2.07018867450363
"526",526,25972.0937850508,0,NA,0.583427656748592
"527",527,26455.1446119564,0,NA,0.551908287579467
"528",528,29937.345757755,0,NA,1.90610282487775
"529",529,25424.5383437663,0,NA,0.461172221034628
"530",530,8681.83639304337,0,NA,1.22956934468296
"531",531,19008.9941167464,1,712,1.27074818503147
"532",532,62437.1221483936,0,NA,0.430530679873191
"533",533,13876.9146500936,1,596,1.06725717664551
"534",534,16266.4435439775,1,417,0.358478644096415
"535",535,24657.133603829,0,NA,3.68749501866857
"536",536,8778.12272256491,1,715,5.13777932843281
"537",537,14751.4784979366,0,NA,0.28624026168986
"538",538,10570.5981755966,0,NA,0.479598973022213
"539",539,20383.9242487045,1,540,0.492591625399716
"540",540,20060.8751978309,1,73,0.17153551174072
"541",541,14452.0075388594,1,18,0.222001875744624
"542",542,23133.1513276338,0,NA,0.812830649069804
"543",543,46196.3085540189,0,NA,0.782492905417859
"544",544,7784.32828562912,1,217,2.05410984330506
